Id;Description;Metier_Reel;Metier_Predit;Pred_Correct
6664; he is a member of the atompub workgroup editor of the atom publishing protocol coauthor of the uri templates spec and has a deep interest in web technologies writing the restful web column for the online oreilly publication xmlcom writing the first desktop aggregator written in c and publishing various python modules to help in putting together restful web services such as mimeparse httplib2 and the googleapipythonclient hes interested in rest web services python apis uri templates atom publishing protocol big data or any linear combination of such;13;13;1
7114; he has worked at such companies such as microsoft nvidia and several silicon valley startups khalid has been featured in pc gamer for innovative driver development techniques and is currently cofounder of httptunnel corp ;13;13;1
7415; prior to joining snei he worked in immersive media creating interactive applications using camera based tracking and game development authoring a game engine for embedded hardware that has shipped multiple titles he is an author at altdevblogaday where he contributes his knowledge on game development his writing has also appeared on gamasutra and gamedevnet as well as the upcoming book game tools gems;13;13;1
7977; past and current experiences include development in java and net for industries including publishing financial and healthcare where he worked with a number of varied technologies including userfacing gui frontends and backend midtiers vladimir enjoys taking part in open source projects and has contributed jmxbuilder to the groovy project and is an author of other projects such as jmxlogger beside javafx he has a wide range of technology interests including java osgi scala and anything else that runs on the jvm;13;13;1
8152; he holds a first class degree in computer engineering from trinity college dublin ba bai and is a chartered engineer ceng miei he started programming on the commodore 64 in the 80s and can still remember the 6501s instruction set with great fondness;13;13;1
8499; prior to that he worked in the technical publications group at apple where he authored a number of the inside macintosh books in the quicktime group hes worked on interactive media flash sample applications quicktime cocoa frameworks and other fun stuff in his spare time he writes a monthly column for mactech magazine on quicktime programming he is also the auhor of two recent books quicktime toolkit volume one basic movie playback and media types and quicktime toolkit volume two advanced movie playback and media types morgankaufmann 2004;13;6;0
8778; during university when he should have been in classes he was at home creating the arch linux distribution now one of the 10 most popular linux distributions worldwide;13;13;1
8805; she has presented at meetups and conferences around the world including oscon latinoware and fosdem she has published articles in various technical magazines and is currently working on mongodb the definitive guide to be published with oreilly she lives in new york city and enjoys cartooning in her free time questions please send email to sign up today to receive special discounts product alerts and news from oreilly;13;13;1
8852; before working on arm he was at intel and worked on the i2o stack for linux and unfortunately had to write some drivers for some closedsource operating systems he has been using linux since 1993 and playing with the kernel since 1998 his favorite editor is vim and his favorite email program is mutt when not sitting in front of his computers hes usually cooking out on a bike ride or hunting down new beers to quench his thirst;13;13;1
8854; originally from mexico victors passion for technology began after learning programming by himself on an apple iie computer at age 10 he recently became interested in javascript as a development platform and hes been one of the most active contributors lately to the yui developer forumsin this yui blog tutorial victor explores the process of integrating the new yui datatable with the contextmenu class of the yui menu control as well as with the autocomplete control;13;13;1
8957; he is focused on cpuspecific code development for intel ipp libraries for all existing and future intel architectures yuri has been with intel for five years his email is yuritikhomirovintelcom;13;24;0
9113; after four years as a lead computer scientist at adobe he moved on to cofound and lead development at cleanbit systems a mobile application company geared towards helping individuals blend conservation efforts into their daily lives their first product joulebug launched at sxsw and was profiled by gigom and the ny times having a diverse background in everything from enterprise software to the newest web technology hes now off on his latest adventure helping chromatik revolutionize music learning across the globe;13;13;1
9405; jeremiah has been in software consulting for much of the past decade taking on roles ranging from developer to software development manager he has a tremendous amount of passion for software design patterns best practices and web applications he feels most at home in the world of aspnet mvc or just plain html and javascript when he isnt coding he has a conflict of interests as he holds a personal trainer certification and appreciates wellcrafted beer;13;13;1
9495; she is a strong supporter of female hackers and entrepreneurs in her free time she blogs at isometric cube writes for content platforms including forbes women20 and techwomen and makes things with brackets numbers and paint follow her on twitter at janeylwang;13;6;0
428; she gives them a cardio workout by stripping and showing off her nice tits and hairy cunt before she fucks them she is a horny nurse and has that kind of reputation in the hospital which is why she is so popular when she makes house calls she has a real hairy cunt that she willingly spreads for any hard cock she finds in need;14;1;0
544; she and others like her at methodist are working to make sure patients and families at the new methodist hospice residence are surrounded by love and light;14;20;0
581; her clinical interests include treatment diagnosis and continuing care for gastrointestinal diseases and hepatology keisa received her doctor of nursing practice dnp degree from the university of utah she received her masters of science in nursing msn as a family nurse practitioner fnp from westminster college in salt lake city utah board certification and academic information;14;14;1
624; a race through the subways and streets of paris ensues and the body adjoin rises can samuel evade the cops and the criminal underground and counsel his beloved to safety;14;19;0
767; sarahs professional involvement with birth began as a labor and delivery nurse where she assisted women and their families for seven years sarah fulfilled her lifetime dream of becoming a midwife when she graduated from frontier school of midwifery and family nursing one of the first midwifery programs in the country while in midwifery school sarah was fortunate to gain invaluable homebirth experience attending births with midwife sue wolcott sarah and sue continue to work together assisting each other at births sarah feels honored to be invited as a midwife to partner with women and their families during their pregnancy birth and initiation into parenthood;14;14;1
874; she is certified through the american academy of nurse practitioners rhonda has been practicing as a nurse practitioner with the northeastern mental health center since november 1999 she is a member of the affiliate staff at avera st lukes hospital in aberdeen south dakota she is a member of the american and south dakota nurses associations rhonda received her bachelor and master of science in nursing degrees from south dakota state university in addition to working in the aberdeen office rhonda also provides services to nursing homes throughout northeastern south dakota;14;14;1
960; in that role she helps organize community outreach events that primarily provide health screenings for underserved populations in louisville metro passionate about health and wellness cohen started a running and walking team runners on a mission nearly eight years ago she also created the runners on a mission foundation inc a nonprofit organization that works to reduce childhood obesity;14;14;1
1117; her experience includes 19 years of primary care practice along with long term rehabilitative care and more recently ambulatory  urgent care in the emergency room setting she has been actively involved in precepting many nurse practitioner students throughout her career;14;14;1
1370; she graduated with her bsn in 1995 and worked in several areas of nursing including emergency room icu stepdown and management prior to receiving her msn at vanderbilt university in 2001 she began diligently researching for the cause of her medical problems that had existed for decades she has successfully treated her own hormonal imbalance pcos infertility crohns dis;14;14;1
1498; previously she worked in maternalchild nursing for nineteen years on semiretirement she moved out of the urban environment for a change of pace nursing called her back in a different capacity working independently and with a team allows her the flexibility she needs and continues to utilize her nursing skills she and her team provide a clinical program for people living at home with chronic health problems with clients who need health support in their homes the team uses technology to monitor the health of the people being cared for and she also is clinical consultant with insception biosciences where she develops public awareness and expectantparent awareness of the importance of storing umbilical cord blood stem cells she works with healthcare professionals to promote understanding of the value of educating patients and clients about cord blood stem cells view guest page;14;14;1
1648; father percival owns his own bamboo fence business in his free time he helps his kids phillip and priscilla with their next big performance welcome to the cute and cuddly world of calico critters of cloverleaf corners calico critters are designed with remarkable attention to detail these adorable miniature animals live in precious homes decorated with lifelike furniture and accessories each calico critter family plays a different role in the community and they all reside in cloverleaf corners  a happy and peaceful place surrounded by beautiful nature calico critters are wholesome and realistic built around the traditional values of family friends and community they encourage little girls to use imagination and share their own experiences as they play calico critters are a great collectible for fans of all ages;14;20;0
1656; in addition katherine is an expert facilitator responsible for training over 150 facilitators in team facilitation effective meetings quality tools and lean katherine has specialized experienced in quality program development having played a leadership role in the development and deployment of the mayo quality program beginning in 1996 additional expertise includes ethnographyobservation change and transition management processsystem readiness risk assessment strategic planning and customer centric service;14;19;0
1905; she earned her masters in nursing from the university of florida and currently has more than five years of experience in internal medicine and family practice as an arnp legler winans enjoys focusing on thorough patient education and preventive health care to ensure the quality care of her patients;14;14;1
2112; she met her husband james on catholic match in 2012 dated longdistance for two years and were married in spring of 2015 a year and a half into the biggest adventure of their lives to date they now have one son;14;3;0
2175; she alleges that disclosure of her husbands criminal background will undermine her professional relationships and her ability to obtain and care for patients;14;14;1
2182; she is a graduate of molly colleges school of nursing and earned her mba summa cum laude from adelphi university she has over twenty years of health care experience holding a variety of clinical administrative and consulting positions joan began her career at new york presbyterian hospital and became an assistant director of nursing for beth israel medical center she transitioned to healthcare consulting at loeb  troper and deloitte  touche where she provided a full complement of healthcare consulting services for a variety of healthcare organizations her expertise includes operations regulatory preparation policy procedure and program development quality improvement and reengineering and reorganization planning;14;14;1
3134; shes a cardiac surgical intensive care nurse and with boobs like renee is lucky to have its fortunate for breastmen that she has this kind of training renee debuted in the october 09 voluptuous and now shes debuting in scoreland its a major;14;14;1
3900; since 1980 she has worked in the division of pediatric gastroenterology and nutrition department of pediatrics at childrens hospital of new york presbyterian columbia university in that position she has designed and carried out nutrition support plans for children with neuromuscular and developmental disorders;14;27;0
4039; justin is planning to enter into a bachelor of science in nursing bsn program to build upon his st olaf ba and his associate nursing degree he enjoys the critical thinking required in emergency and critical care nursing thown va thor formerly la da is a social studies teacher at long tieng academy;14;14;1
4061; returning home from a holiday in athens she is delayed in bostons logan airport when her plane is forced to make an emergency landing marcia is no stranger to the east coast as her home town is only a few miles from boston but it is a place of bad memories she has been avoiding for years;14;6;0
4085; vincents hospital in manhattan where she has served as nysna lbu president since 1992 dunn has been a delegate assembly member since 2007 and currently serves as treasurer she also is a member of the national executive board of the newly formed national federation of nurses dunn has advocated on behalf of her fellow nurses for 23 years and promotes active member participation according to a colleague eileen is a role model to all she inspires and motivates nurses to get involved in the association on a daily basis legislative award;14;14;1
4122; she is a member of the american college of nurse midwives acnm and the association of womens health obstetric and neonatal nurses awhonn she holds additional certification in electronic fetal monitoring from the ncc sarah is also an instructor for advanced life support in obstetrics training;14;14;1
4400; due to her seniority she says shes not worried about losing her job but is concerned what it might mean to have the midwife program absorbed into a more clinicalminded approach to birthing;14;3;0
4907; as a choohrah  a christian  shes destined for lowercaste service work in a muslimdominated nation as a woman she must deal every day with her cultures dismissive sexist and at times menacing attitude toward her gender mostly people call her daughter or sisterâ€‰ writes hanif and then do exactly what they would do with their own sisters or daughters they treat her like a slave they bought at a clearance sale the story follows her first few weeks on the job after emerging from a juvenile detention center seeking a second chance in a society that never gave her a first one;14;14;1
4986; she has picketed the clinic for years now and is part of the reason that the number of abortion clinics in the us has been dramatically reduced despite roe vs wade;14;14;1
4987; she earned her masters degree in nursing from medical university of south carolina in charleston sc formally davis provided full scope nursemidwifery care for nearly 10 years at obstetric  gynecology of atlanta pc in addition to this davis taught child birth preparation classes and was an adjunct faculty member to emory university in atlanta ga during her transition to the area davis served as a nurse in emersons labor  delivery unit for the past year davis has experience in providing highrisk collaborative obstetrical management and adolescent care davis lives in boxborough with her husband and three children sherriann perivolotis cnm;14;14;1
5143; after receiving a degree as a registered nurse in 1971 she has worked in cardiac intensive care hospice parish nursing community health health education and bloodmobile nursing since the late 1970s she has felt a call to missionary work and has been on 10 shortterm medical mission trips to haiti romania mexico and guatemala she joined the staff of aselsi in july 2010 after answering gods call for longterm missionary work she works in the fathers heart clinic as a nursepharmacist serving the people of chichicastenango and the surrounding area she has also completed three months of intense spanish language education in xela;14;14;1
5178; robyn graduated from pepperdine university with a degree in psychology before continuing on to receive her nursing degree from metropolitan state college of denver her nursing career has been focused on womans health including gynecology obstetrics labor and delivery postpartum and neonatal care;14;14;1
5386; known as a cnm she is educated in both nursing and midwifery and can practice anywhere in the us a certified nursemidwife is not a directentry midwife also called lay licensed or professional midwife because she has the additional education and training to earn her registered nurse designation as well as certification in nursemidwifery;14;14;1
5623; he graduated from unions msn program in 2011 and has been a registered nurse since 1993 paul is married to kim and they have a son john nurse paul as he is called by most on campus loves tinkering around the house and raises chickens as a hobby the mayers are members of englewood baptist church family nurse practitioner;14;14;1
6056; she is an extremely caring and dedicated nurse who is well respected by her peers she is known for her dedication leadership and expertise in the care of veterans saly has provided staff training and leadership in various departments including reprocessing and operating bronchoscopes providing inservices for gi pulmonary and home telehealth nursing groups;14;14;1
6194; kathy was recently selected to receive a sojourns award from the cambia health foundation which recognizes leadership and innovation in the field of palliative and endoflife care in 2001 kathy and her team at ohsu doernbecher started the first organized palliative care program in oregon for children with cancer as time passed she worked to expand the program to support all children with lifelimiting illnesses and in 2005 the bridges palliative care program was born kathy is now partnering with hospices around oregon to help them better care for seriously ill children in their communities and is starting a pediatric palliative care telehealth program to continue caring for children after they leave the hospital congratulations on this wonderful award kathy back to top;14;14;1
6200; she graduated with honors in 2009 having more than 7 years of diverse experiences especially in nurse practitioner julia m harvey affiliates with many hospitals including lucas county health center mercy medical centerdes moines iowa lutheran hospital and cooperates with other doctors and specialists in many medical groups including red haw family medical center pc mercy clinics inc iowa physicians clinic medical foundation call julia m harvey on phone number 515 9670133 for more information and advises or to book an appointment;14;14;1
6397; she also manages care for patients who have intrathecal baclofen pumps prior to joining gillette in 2005 larson obtained a bachelor of arts degree in nursing from the college of st catherine in st paul minn and a master of science degree in nursing from the university of minnesota she is certified in primary care by the pediatric nursing certification board;14;14;1
6448; pamela received her bachelors and masters degrees in nursing from indian wesleyan university she is a member of the american academy of nurse practitioners;14;14;1
6638; she is the author of an arco test preparation book for practical nurses taking their nclex certification exam in press since 2001 and published research on hospital breastfeeding management in the journal of perinatal educcation she has also written articles for several parenting publications lorna has four children and two grandchildren;14;19;0
6843; she talks with the hrc about the importance of listening and meeting people where they are she believes in approaching people without judgment in order to provide better health care services sharon shares the story of her interactions with one man illuminating the healing potential offered by clinicians trained in motivational interviewing;14;14;1
6862; she is a member of the international society of travel medicine and the american travel health nurses association she can be reached at the bmh travel clinic weekdays from 700am to 400pm by calling 8022578235;14;14;1
7380; she was awarded a 25000 scholarship to continue graduate study to become a nurse practitioner she lives in new york city beka is the founder of httpwwwcare4dystoniaorg she attends hunter college and plans to work at a movement disorder center;14;14;1
7409; in her private practice she employs experiential therapy and psychodrama in both individuals and groups counseling emdr reiki and other healing touch therapies guided imagery and various approaches to conscious living and dying she conducts weekend intensives using experiential therapy and equine assisted therapy and teaches workshops in meditation reiki and other personal growth topics she is the author of the dying time practical wisdom for the dying and their caregivers crown 1997 as well as over seventy published articles chapters and books;14;22;0
7508; she graduated with honors in 1999 having more than 17 years of diverse experiences especially in nurse practitioner sharon l biby affiliates with no hospital and cooperates with other doctors and specialists in medical group moses cone physician services inc call sharon l biby on phone number 336 8323319 for more information and advises or to book an appointment;14;14;1
7545; near her 40th birthday she was diagnosed with breast cancer after discovering a lump in her right breast she came to uw medicine health system in seattle and received a lumpectomy and a year of chemotherapy five years from her diagnosis she noticed that her cancer markers were on the rise;14;11;0
7611; she graduated with honors in 2006 having more than 11 years of diverse experiences especially in nurse practitioner barbara a dominguez affiliates with many hospitals including providence hospital medstar washington hospital center george washington univ hospital howard university hospital and cooperates with other doctors and specialists in medical group unity health care inc call barbara a dominguez on phone number 202 3888160 for more information and advises or to book an appointment;14;14;1
8787; while sitting in the waiting room gypsy rose sucks her boyfriends cock and the action doesnt stop there when called in to see the nurse more ensues nurse jennifer examines gypsys pussy with a speculum and they trade some oral sex soon they are joined by larry and a full on threesome breaks out;14;14;1
8855; as a rehabilitation nurse he help individuals affected by chronic illness or physical disability to adapt to their disabilities achieve their greatest potential and work toward productive independent lives rehabilitation nurses teach patients how to manage their injuries or illnesses by counseling them on physical therapy exercises proper nutrition right amount of sleep and medications that can help dan shaughnessy  treasurer  respiratory therapy;14;14;1
8900; she has directed anesthesiology and emergency medicine departments and holds qualifications for intensive care resuscitation anesthesiology and psychology before joining hectec she was a speaker and consultant at emergency medicine seminars and postendoscopic monitoring and was also active at an interdisciplinary intensive care station;14;11;0
9279; she has worked in aged care facilities caring for highlevel care clients and clients with dementia but has also worked in the community with clients living in their own homes cynthea has taught students at tafe and university and is passionate about educating students and staff;14;14;1
9701; she is a clinical nurse specialist in alzheimers and dementia care and has had over 20 years of experience caring for this fragile population providing education and training through the no virginia chapter of the alzheimers association now the national capital area association and has been a speaker at the national alzheimers association educational conferences her book kisses for elizabeth common sense guidelines for alzheimers and dementia care is now available on amazoncom;14;14;1
9917; she has at the date of publication of this review 15 nonfiction books and over 200 articles published mostly on health and history topics a member of the authors guild and an active member of the society of childrens book writers and illustrators connie writes for children and adults she is currently working on several nonfiction and fiction projects;14;19;0
814; his poetry has appeared in newspapers and magazines worldwide nearly 600 poems in 100 publications as well as ezines and his three previous collections he has won several awards including the victorian anticancer council poetry prize in 1999 and the melbourne poets prize in 1998 his other publications are falling over jogging stuttering towards love walleah press 2000 and mal sidewalk;15;15;1
872; city lights is the primary outlet for beat authors in the 1950s and 1960s and it publishes allen ginsbergs howl in 1957 ferlinghetti is brought to trial on obscenity charges for publishing the poem in 1957 but is found not guilty when the poem is determined not to be obscene ferlinghettis own poetry often centers on his left wing politicsmichael mcclureappears in parts 3 5 and 6;15;15;1
1020; as a part of a ma thesis in creative writing she is in the process of writing poetry inspired by the shamanic elements found in these stories she joins nancy in wales to gather the words that the land speaks the way the light colours its air to walk its landscapes and breathe its ancestors with the hope that these experiences will inflect the poetry;15;15;1
1207; his poems and poetry books on such global topics as anti terrorismpeacehivaidsenvironment  wildlife conservationblindnesstsunami have been accoladed by several primeministerspresidentsworld leadersworld organizations of major countries this has now found him an entry as a world record holder into the limca book of world records india for the most number of repliesletters from world leaders and organizations a recipient of several major international awards parekhs poems have appeared in the worlds leading magazines and websites his complete biography poems  felicitations and awards can be sighted at his websites httpwwwnikhilparekhcom and httpwwwauthorsdencomnikhilparekh;15;15;1
1549; the collection of poems is only 20 pages in length but the manner in which she ties together all of the poems in this little tome each poem enhancing the others  a fact that becomes obvious only as the last entry is read and then the reader realizes that this is not a collection of poems but a binding of synapses both profound and gentle  this technique is subtle creative and challenging;15;15;1
1787; her husband who does not approve of emilys poetry tries to get her committed and eventually she flees to paris under the name of miss wilcox she acts as a teacher and friend to the main character mattie she also helps mattie achieve her dream of going to college;15;3;0
1961; birgitta was chief sponsor for the icelandic modern media initiative immi and is chair of the international modern media institute she is also on the bradley manning advisory board share this article;15;19;0
2168; her style is credited with an evocative simplicity reminiscent of emily dickinson though it also contains the kind of expansive colloquial expression attributed to walt whitman derricotte is also known for treating sexual topics with a candor that sometimes shocks and also for sketching in the grey shadows that surround difficult and painful realities her poems begin in ordinary experiences but she dissects the routine definitions supplied by society as a way towards making discoveries about what unsuspected resources the self actually contains wrote jon woodson in contemporary women poets;15;15;1
2238; his danish greatgrandfather jumped ship at sydney during the gold rushes and anglicised his surname to wilson most probably from wilhelm jensen sondelev edwin wilson known as a child as peter spent a formative decade aged six to sixteen years at mullumbimby before moving to tweed heads he completed a science degree at the university of new south wales in 1967 after working for a time as a s;15;11;0
2503; her work has been published in various anthologies and journals including magma the wolf pan philosophy activism nature and emergency verse the recusant she has also been guest poetry editor and honorary poet in residence for resurgence magazine regularly performing her poetry at events and conferences around britain moore also works as a childrens author community artist and forest schools practitioner this poem is from her collection hedge fund published by shearsman;15;15;1
2577; he earned his ba from southern methodist university and his mfa from vermont college currently he teaches english and creative writing at old dominion university in virginia he also teaches in the stonecoast mfa program in creative writing and at cave canem foundationseibles received fellowships from the national endowment for the arts and the provincetown fine arts work center and was honored with the open voice awardhis poems have been published in literary journals and anthologies such as the kenyon review and ploughshares and new american poets in the 90s product details;15;19;0
2938; so devoted is he to ideal beauty that he neglects his very real wife and son and is led near his own death by poetry incarnate who is nothing more than the diabolically reanimated corpse of a whore from poetry henryk moves on to politics the undivine comedy predates marx by decades in its prophecy of coming class warfare which nothing can solve but charity more;15;15;1
3185; he is the founding editor of experimental audio archive ubuweb teaches poetics and poetic practice at the university of pennsylvania and is senior editor of pennsound he hosted a weekly experimental radio show at wfmu and has published ten books of poetry notably fidget 2000 soliloquy 2001 and day 2003 and goldsmiths american trilogy the weather 2005 traffic 2007 and sports 2008 in 2013 he was appointed the museum of modern arts first poet laureate;15;15;1
3276; she has published three chapbooks as well as three collections of poetry gravities of center 2003 poeta en san francisco 2005 which received the james laughlin award from the academy of american poets and diwata 2010 a finalist for the california book award;15;15;1
3655; he is currently working on a collection of personal narratives and has just completed the second sculpture in a series of ceramic hearts he often writes poems in his head while driving a forklift is queer as a monday is long and maple syrup may be one of the great loves of his life;15;15;1
3669; as well as her own work as a writer actor and performer wwwlindaclearypoetryblogspotcom  and working with musicians to create live performances httpwwwsoundcloudcomlindacleary and with film makers on various poetry films  this one has been accepted into berlin poetry film festival httpwwwyoutubecomwatchvc0zdqapssaglistplc1e8acdd79a0bc9e she has also created installations using textaudio and image exhibited in several prominent galleries linda has been delivering workshops in creative writing theatre and related arts for many years working in holland czech republic australia uk and egypt and currently provides courses at diwan egypt and is director of the writers centre wwwwriterscentreblogspotcom and on fb httpswwwfacebookcomgroups374437262578364;15;15;1
3783; he has had work in many magazines including american letters and commentary sulfur tool notus talisman denver quarterly new american writing etc he has been featured in obleks new coast anthology 2 volumes and in sun and moons new millennium calendar his most recent book publication is feint by feint jensendaniels he has curated a reading series for segue at double happiness and organized an evening celebrating bob perelmans marginalization of poetry;15;15;1
3937; there are a couple of previous solo recordings but these two new discs demonstrate that the man is an innate collaborator  there must be about thirty other musicians and singers credited with an appearance at some point in the proceedings though the core sound throughout remains tom himself and his acoustic guitar he says that he aims for uncluttered arrangements and that is indeed the case  in fact his music is at its most effective when his bruised scots kenny rogers voice is set against his own beautifully elegant folk guitar style;15;25;0
3944; she is finishing up an mfa in poetry at george mason university where she is the recipient of the thesis poetry fellowship for 20112012 she is the editor in chief of so to speak a feminist journal of language and art her poems have appeared or are forthcoming in the journal gargoyle haydens ferry review and eleven eleven among others;15;15;1
4014; her books are burning rice 2012 peony 2014 and painting red orchids 2016 all with pitt street poetry burning rice was shortlisted for the anne elder award the australian arts in asia award and the prime ministers literary award for poetry individual poems have also been shortlisted and longlisted for the peter porter poetry prize the university of canberra vicechancellors prize and the ron pretty prize in 2016 she started potts point press which prints australian poetry in limited edition letterpressed broadsides another language will be published by george braziller in new york in the second half of 2016 eileenchongcomau;15;15;1
4553; her most recent poems are found in the first and longest section of the war works hard although saadi simawes introduction describes these poems as childlike albeit like the wise subversive child of the emperors new clothes these are songs of experience rather than innocence when the truth is as bitter and bleak as this it requires irony if it is to be expressed at all this is from bag of bones;15;15;1
4556; his work veers from humour to experiment from serious play to playful seriousness often in the space of one poem his work can be found all over the internet and in his professional work as a creative practitioner has been known to get whole rooms cutting and pasting poems to their hearts abandon;15;20;0
4580; besides writing and publishing his poems he has taught creative writing as part of the california poets in the schools program he is also a traditional southern straight dancer and a member of the northern california osage association view profile at librarything;15;15;1
4717; his words bend and twist like a river and david uses this skill to take the reader upstream  away from the mediocre everyday david delivers free form masterpieces that fire the imagination and wake the senses beyond shark tag bay is a collection full of such gems and a must for all poetry fans and fans of fictional expression in general prepare yourself to be left breathless;15;15;1
4830; he studied  taught at temple university in philadelphia his reading of gertrude steins the making of americans appears on ubuweb and his poems appear in eoagh and other places he does a blog at academicpoetrycom he is coediting for chax press the selected writings of the philadelphia poet gil ott;15;15;1
4874; in her new collection the royal bakers daughter which just won the felix pollak prize cooking itself stands for devotion to the fruits of the earth and to the creation of human hopes;15;3;0
5192; she has been published in voiceworks page seventeen and visible ink she had poetry included in the green fuse the picaro poetry prizes 2010 publication gemma also offers a poetry manuscript feedback service which allows poets to get constructive criticism on their work at any time of year for a small fee for more info httponlywordsapartwordpresscom;15;15;1
5332; he has made attempts with different genres of poetry in english urdu and kashmiri his poetry is generally romantic in nature though superficially but within a deeper perspective his poems depict a thrust on mystical elements with a representation of asian philosophy his poetry has been deeply influenced by the contemporary urdu poetry and this thing can be well established by reading most of his poems his writings are mostly influenced by agha shahid ali ahmad faraaz parveen shakir and mewlana jalaluddin rumi at present he is working as the managing editor of a quarterly emagazine fragrance efragranceweeblycom  his poems have been published in a no of anthologies of which fiesta of love moods  moments the art of being human vol6 and aatish coming soon require a special mention one of his poems is part of a novel intelligence code part 1;15;15;1
5387; she graduated from california state university sacramento with a bachelor of arts degree in english literature in 2000 her work has appeared in calaveras station literary journal la bloga everyday other things mujeres de maiz zine la peregrina and huizache the magazine of latino literature she is a participating member of escritores del nuevo sol a writing group based in sacramento california which honors the literary traditions of chicano latino indigenous and spanishlanguage peoples she attended las dos brujas writers workshop in 2012 posted by;15;6;0
5417; donegal whose work has been published in many journals helen has also read her poetry in ireland and the usa helen is composing a collection of original poetry that is inspired by the life work and disappearance of arthur kingsley porter;15;15;1
5624; she writes about family faith and loss she writes to celebrate the sheer joy of words her first collection of poems is called pretending the weather and the two poems that follow are from that collection;15;15;1
5791; she uses photography as a way to get out of her head when shes spent all weekend reading and writing in her room she lives in central minnesota with her daughter evelyn find her online at sarahcertatumblrcom bern  the brights formed in 2008 in montclair new jersey and have since been sharing their brand of danceable romantic nerdrock thieves creeps and automatons is a track from bern  the brights latest ep work for more visit the band online at bernandthebrightscom;15;6;0
6178; he can be found among other places in the recent much heralded anthology of contemporary writing other voices works in progressfeaturing 22 accomplished writers and artists from here there all over the world available from crossroads press po box 33 ellison bay wi 17 plus 3 shipping and handling;15;6;0
6229; her debut poetry collection eating the heart first will be published by press 53 fall 2012 as a tom lombardo poetry selection her poetry has appeared in avatar review poets and artists blue fifth review and a clean welllighted place among others her poems have been nominated for dzanc books best of the web 2011 for best new poets and sundress publications best of the net she is a graduate of university of louisiana at lafayette and lifelong louisiana resident clare has written for theatre in collaboration with the company acting up in acadiana she also serves as a teaching artist through the acadiana center for the arts was founder of the voices of reading series in lafayette la and is a member of the festival of words cultural arts collective inc she blogs at orphans of dark and rain;15;15;1
6887; uc berkeley press has published a collection of his poetry spanning from 1946 to 2008 he had a long career in broadcasting prior to committing himself fulltime to poetry moore was one of the founders of kpfa radio and also produced programs for public television including poetry usa which featured an extraordinary segment of ohara reading his poems and collaborating on a film project with alfred leslie;15;15;1
7069; in 2006 he received a fellowship from the new hampshire state council on the arts he is also the author of all the stars came out that night a fulllength novel based on this story;15;6;0
7375; he has published numerous poetry collections and his writing has appeared in a range of journals and anthologies john allison describes olivers writing as richly textured a sensual music the rhythms are muscular pointed by a sure sense for lineation much of his poetry is also freely available online including his collections unmanned night of warehouses poems 19782000 and deadly pollen quick links;15;15;1
7414; his poetry has appeared or is forthcoming in the following journals and little magazines talisman death and life of great american cities lungfull barnstorm poems by sunday brooklyn paramount by the overpass and poets for living waters his first chapbook team burnout is forthcoming from overpass books in the summer of 2013 he currently teaches english composition at long island university;15;15;1
7726; she recently declared lass war on the northern powerhouse with a protest outside the manheavy northern powerhouse conference tonight shell perform new work from her residency at quarry bank mill looking at modern womens working conditions see kate performing at dolly mixtures a variety show of feminist theatre curated by instigate arts at the royal exchange theatre dolly mixtures at royal exchange theatre city centre 3 march 2017 730pm to 10pm free event  book here a;15;19;0
7776; her poetry has been published in various places including the morning star rising sculpted and writers forum her work was shortlisted for the erbaccepress prize in 2011 she is currently the sole editor of young creative zine astronaut httpwwwfacebookcomastronautzine;15;15;1
8087; maybe its because hes also a fisherman with practiced grace and skillful presentation he casts his images onto the surface of the stream and lets them float;15;20;0
8380; a graduate of san francisco state university for creative writing and theatre arts jason immersed himself in the highlyregarded bay area spoken word scene taking the sfberkeley grand slam championship in 2003 jason is also a cofounder of the asian american spoken word collective proletariat bronze and is an active member and supporter of the arts in his community he has been published in ratapallax for their special feature young pilipino american writers he has an mfa in creative writing from st marys see less;15;19;0
8423; mariam is a member of the new westminster writers group and a founding member and the secretary of surrey muse as well she is the groups artist and graphic designer who creates an event poster each month;15;19;0
8764; he has published many volumes of criticism in both hindi and english on poetry literature the visual arts and indian classical music booklength translations of his poetry have appeared in french polish german english bengali marathi oriya gujarati urdu and rajasthani a recipient of the sahitya akademi award 1994 dayavati kavi shekhar samman 1994 and kabir samman 2006 he has also been decorated by the president of the republic of poland with the outstanding national award the officers cross of merit of the republic of poland 2004 and by the french government with the award of officier de lordre des arts et des lettres 2005 a major institutionbuilder and a cultural activist he lives in delhi after retiring from the civil service;15;15;1
8858; lacing profundity with profanities deep tracks with cheap gags he weaves comedy politics and style to leave audiences laughing thoughtful and infected jim thomas leeds hybrid answer to spike milligan and eminem poetry at its glittering best vanguardonline part philosophy part hysterically funny humour nightshift magazine funny and biting a pumpaction powerhouse on stage the edmonton journal canada revolutionary elocutionary genius makes the occupation of poet seem dangerously cool again its a veritable poetry slamdunk see magazine;15;15;1
9208; she recently earned a master of arts degree in teaching english with an emphasis in creative writing she teaches university level writing courses and facilitates writing workshops for aspiring poets she is often called upon to edit and critique literary manuscripts for published fiction writers and poets;15;15;1
